ID_AVS,CANAL,PLATAFORMA,URL,TIMESHIFT_URL
415,RECORD Belém,IPADH,https://getcdn.nowonline.com.br/Content/Channel/BLMRECHD/h4f3/stream_01/index.m3u8,https://getcdn.nowonline.com.br/Content/Channel/BLMRECHD/h4f3/stream_01/index.m3u8
415,RECORD Belém,IPHONEH,https://getcdn.nowonline.com.br/Content/Channel/BLMRECHD/h4f3/stream_01/index.m3u8,https://getcdn.nowonline.com.br/Content/Channel/BLMRECHD/h4f3/stream_01/index.m3u8
415,RECORD Belém,PCTV,https://getcdn.nowonline.com.br/Content/Channel/BLMRECHD/dsc3/manifest.mpd,https://getcdn.nowonline.com.br/Content/Channel/BLMRECHD/dsc3/manifest.mpd
415,RECORD Belém,SMARTTVLG,https://getcdn.nowonline.com.br/Content/Channel/BLMRECHD/dsc3/manifest.mpd,https://getcdn.nowonline.com.br/Content/Channel/BLMRECHD/dsc3/manifest.mpd
415,RECORD Belém,SMARTTVSAMSUNG,https://getcdn.nowonline.com.br/Content/Channel/BLMRECHD/dsc3/manifest.mpd,https://getcdn.nowonline.com.br/Content/Channel/BLMRECHD/dsc3/manifest.mpd
366,RECORD Brasília,ANDROIDMOBILEH,https://getcdn.nowonline.com.br/Content/Channel/BSBRECHD/dsc1/manifest.mpd,https://getcdn.nowonline.com.br/Content/Channel/BSBRECHD/dsc1/manifest.mpd
366,RECORD Brasília,ANDROIDTABLETH,https://getcdn.nowonline.com.br/Content/Channel/BSBRECHD/dsc1/manifest.mpd,https://getcdn.nowonline.com.br/Content/Channel/BSBRECHD/dsc1/manifest.mpd
366,RECORD Brasília,ANDROIDTV,https://getcdn.nowonline.com.br/Content/Channel/BSBRECHD/dsc1/manifest.mpd,https://getcdn.nowonline.com.br/Content/Channel/BSBRECHD/dsc1/manifest.mpd
366,RECORD Brasília,APPLETV,https://getcdn.nowonline.com.br/Content/Channel/BSBRECHD/h4f1/stream_01/index.m3u8,https://getcdn.nowonline.com.br/Content/Channel/BSBRECHD/h4f1/stream_01/index.m3u8
366,RECORD Brasília,CHROMECASTH,https://getcdn.nowonline.com.br/Content/Channel/BSBRECHD/dsc1/manifest.mpd,https://getcdn.nowonline.com.br/Content/Channel/BSBRECHD/dsc1/manifest.mpd
366,RECORD Brasília,FIRETVSTICK,https://getcdn.nowonline.com.br/Content/Channel/BSBRECHD/dsc1/manifest.mpd,https://getcdn.nowonline.com.br/Content/Channel/BSBRECHD/dsc1/manifest.mpd
366,RECORD Brasília,IPADH,https://getcdn.nowonline.com.br/Content/Channel/BSBRECHD/h4f1/stream_01/index.m3u8,https://getcdn.nowonline.com.br/Content/Channel/BSBRECHD/h4f1/stream_01/index.m3u8
366,RECORD Brasília,IPHONEH,https://getcdn.nowonline.com.br/Content/Channel/BSBRECHD/h4f1/stream_01/index.m3u8,https://getcdn.nowonline.com.br/Content/Channel/BSBRECHD/h4f1/stream_01/index.m3u8
366,RECORD Brasília,PCTV,https://getcdn.nowonline.com.br/Content/Channel/BSBRECHD/dsc1/manifest.mpd,https://getcdn.nowonline.com.br/Content/Channel/BSBRECHD/dsc1/manifest.mpd
366,RECORD Brasília,SMARTTVLG,https://getcdn.nowonline.com.br/Content/Channel/BSBRECHD/dsc1/manifest.mpd,https://getcdn.nowonline.com.br/Content/Channel/BSBRECHD/dsc1/manifest.mpd
366,RECORD Brasília,SMARTTVSAMSUNG,https://getcdn.nowonline.com.br/Content/Channel/BSBRECHD/dsc1/manifest.mpd,https://getcdn.nowonline.com.br/Content/Channel/BSBRECHD/dsc1/manifest.mpd
416,RECORD Cuiabá,ANDROIDMOBILEH,https://getcdn.nowonline.com.br/Content/Channel/CBARECHD/dsc2/manifest.mpd,https://getcdn.nowonline.com.br/Content/Channel/CBARECHD/dsc2/manifest.mpd
416,RECORD Cuiabá,ANDROIDTABLETH,https://getcdn.nowonline.com.br/Content/Channel/CBARECHD/dsc2/manifest.mpd,https://getcdn.nowonline.com.br/Content/Channel/CBARECHD/dsc2/manifest.mpd
416,RECORD Cuiabá,ANDROIDTV,https://getcdn.nowonline.com.br/Content/Channel/CBARECHD/dsc2/manifest.mpd,https://getcdn.nowonline.com.br/Content/Channel/CBARECHD/dsc2/manifest.mpd
416,RECORD Cuiabá,APPLETV,https://getcdn.nowonline.com.br/Content/Channel/CBARECHD/h4f2/stream_01/index.m3u8,https://getcdn.nowonline.com.br/Content/Channel/CBARECHD/h4f2/stream_01/index.m3u8
416,RECORD Cuiabá,CHROMECASTH,https://getcdn.nowonline.com.br/Content/Channel/CBARECHD/dsc2/manifest.mpd,https://getcdn.nowonline.com.br/Content/Channel/CBARECHD/dsc2/manifest.mpd
416,RECORD Cuiabá,FIRETVSTICK,https://getcdn.nowonline.com.br/Content/Channel/CBARECHD/dsc2/manifest.mpd,https://getcdn.nowonline.com.br/Content/Channel/CBARECHD/dsc2/manifest.mpd
416,RECORD Cuiabá,IPADH,https://getcdn.nowonline.com.br/Content/Channel/CBARECHD/h4f2/stream_01/index.m3u8,https://getcdn.nowonline.com.br/Content/Channel/CBARECHD/h4f2/stream_01/index.m3u8
416,RECORD Cuiabá,IPHONEH,https://getcdn.nowonline.com.br/Content/Channel/CBARECHD/h4f2/stream_01/index.m3u8,https://getcdn.nowonline.com.br/Content/Channel/CBARECHD/h4f2/stream_01/index.m3u8
416,RECORD Cuiabá,PCTV,https://getcdn.nowonline.com.br/Content/Channel/CBARECHD/dsc2/manifest.mpd,https://getcdn.nowonline.com.br/Content/Channel/CBARECHD/dsc2/manifest.mpd
416,RECORD Cuiabá,SMARTTVLG,https://getcdn.nowonline.com.br/Content/Channel/CBARECHD/dsc2/manifest.mpd,https://getcdn.nowonline.com.br/Content/Channel/CBARECHD/dsc2/manifest.mpd
416,RECORD Cuiabá,SMARTTVSAMSUNG,https://getcdn.nowonline.com.br/Content/Channel/CBARECHD/dsc2/manifest.mpd,https://getcdn.nowonline.com.br/Content/Channel/CBARECHD/dsc2/manifest.mpd
367,RECORD Goiás,ANDROIDMOBILEH,https://getcdn.nowonline.com.br/Content/Channel/GOIRECHD/dsc3/manifest.mpd,https://getcdn.nowonline.com.br/Content/Channel/GOIRECHD/dsc3/manifest.mpd
367,RECORD Goiás,ANDROIDTABLETH,https://getcdn.nowonline.com.br/Content/Channel/GOIRECHD/dsc3/manifest.mpd,https://getcdn.nowonline.com.br/Content/Channel/GOIRECHD/dsc3/manifest.mpd
367,RECORD Goiás,ANDROIDTV,https://getcdn.nowonline.com.br/Content/Channel/GOIRECHD/dsc3/manifest.mpd,https://getcdn.nowonline.com.br/Content/Channel/GOIRECHD/dsc3/manifest.mpd
367,RECORD Goiás,APPLETV,https://getcdn.nowonline.com.br/Content/Channel/GOIRECHD/h4f3/stream_01/index.m3u8,https://getcdn.nowonline.com.br/Content/Channel/GOIRECHD/h4f3/stream_01/index.m3u8
367,RECORD Goiás,CHROMECASTH,https://getcdn.nowonline.com.br/Content/Channel/GOIRECHD/dsc3/manifest.mpd,https://getcdn.nowonline.com.br/Content/Channel/GOIRECHD/dsc3/manifest.mpd
367,RECORD Goiás,FIRETVSTICK,https://getcdn.nowonline.com.br/Content/Channel/GOIRECHD/dsc3/manifest.mpd,https://getcdn.nowonline.com.br/Content/Channel/GOIRECHD/dsc3/manifest.mpd
367,RECORD Goiás,IPADH,https://getcdn.nowonline.com.br/Content/Channel/GOIRECHD/h4f3/stream_01/index.m3u8,https://getcdn.nowonline.com.br/Content/Channel/GOIRECHD/h4f3/stream_01/index.m3u8
367,RECORD Goiás,IPHONEH,https://getcdn.nowonline.com.br/Content/Channel/GOIRECHD/h4f3/stream_01/index.m3u8,https://getcdn.nowonline.com.br/Content/Channel/GOIRECHD/h4f3/stream_01/index.m3u8
367,RECORD Goiás,PCTV,https://getcdn.nowonline.com.br/Content/Channel/GOIRECHD/dsc3/manifest.mpd,https://getcdn.nowonline.com.br/Content/Channel/GOIRECHD/dsc3/manifest.mpd
367,RECORD Goiás,SMARTTVLG,https://getcdn.nowonline.com.br/Content/Channel/GOIRECHD/dsc3/manifest.mpd,https://getcdn.nowonline.com.br/Content/Channel/GOIRECHD/dsc3/manifest.mpd
367,RECORD Goiás,SMARTTVSAMSUNG,https://getcdn.nowonline.com.br/Content/Channel/GOIRECHD/dsc3/manifest.mpd,https://getcdn.nowonline.com.br/Content/Channel/GOIRECHD/dsc3/manifest.mpd
424,RECORD Guaíba,ANDROIDMOBILEH,https://getcdn.nowonline.com.br/Content/Channel/PACRECHD/dsc2/manifest.mpd,https://getcdn.nowonline.com.br/Content/Channel/PACRECHD/dsc2/manifest.mpd
424,RECORD Guaíba,ANDROIDTABLETH,https://getcdn.nowonline.com.br/Content/Channel/PACRECHD/dsc2/manifest.mpd,https://getcdn.nowonline.com.br/Content/Channel/PACRECHD/dsc2/manifest.mpd
424,RECORD Guaíba,ANDROIDTV,https://getcdn.nowonline.com.br/Content/Channel/PACRECHD/dsc2/manifest.mpd,https://getcdn.nowonline.com.br/Content/Channel/PACRECHD/dsc2/manifest.mpd
